sample	cg01962233	cg10191725	cg21729122	cg18000886	cg14514403	cg16507965	cg08769559	cg18102233	cg17036062	cg16414561	cg25053900	cg13806616	cg25545920	cg22437699	cg12419462	cg03038395	cg03971469	cg02651788	cg08209743	cg16954455	cg06943593	cg22820312	cg25745795	cg02022247	cg16890879	cg15854666	cg11863130	cg19011478	cg12705969	cg10709771	cg23221557	cg23238793	cg18757172	cg24728008	cg03450733	cg14831665	cg05242815	cg02938958	cg04118889	cg24825446	cg02082650	cg11158236
TCGA-AA-3510-01A	0.18	0.2196	0.1001	0.2044	0.03512	0.03101	0.03295	0.02656	0.02201	0.0329	0.05018	0.1453	0.2983	0.7591	0.0135	0.05773	0.02901	0.05774	0.05029	0.05645	0.3451	0.1635	0.7418	0.0551	0.8486	0.07446	0.1301	0.5224	0.6701	0.2213	0.3525	0.7263	0.6341	0.2647	0.7393	0.2386	0.02954	0.0202	0.4832	0.0975	0.2078	0.8098
TCGA-AA-3678-01A																																										
TCGA-D5-6922-01A	0.4284	0.2457	0.1644	0.04671	0.02827	0.03038	0.04861	0.0311	0.04495	0.04416	0.0763	0.1622	0.3383	0.5276	0.01862	0.07604	0.02783	0.03794	0.05056	0.09112	0.0643	0.1007	0.5247	0.1098	0.04878	0.0608	0.1244	0.1714	0.3912	0.1884	0.04451	0.3162	0.08362	0.06725	0.3156	0.05163	0.03612	0.01947	0.05054	0.1109	0.1296	0.2348
TCGA-AA-3970-01A																																										
TCGA-AA-A00W-01A																																										
TCGA-DM-A28M-01A	0.7916	0.8546	0.8052	0.8443	0.8145	0.06148	0.06922	0.1127	0.8479	0.8419	0.8703	0.6834	0.4556	0.8207	0.01605	0.09367	0.02301	0.03548	0.06385	0.1414	0.03441	0.03861	0.1755	0.07562	0.8862	0.05394	0.1119	0.08058	0.8162	0.1849	0.7601	0.7379	0.08812	0.06814	0.9021	0.2871	0.01922	0.02259	0.07217	0.09731	0.1271	0.588
TCGA-A6-A5ZU-01A	0.7374	0.7454	0.1618	0.1365	0.184	0.0308	0.03534	0.02359	0.03495	0.04269	0.04585	0.1362	0.3291	0.7827	0.0136	0.05576	0.0226	0.02209	0.03537	0.1545	0.02717	0.05758	0.4337	0.08072	0.02982	0.0482	0.07633	0.1774	0.8361	0.4338	0.4242	0.6623	0.07659	0.1239	0.7467	0.9057	0.5616	0.02173	0.3458	0.07351	0.1391	0.192
TCGA-AA-3977-01A																																										
TCGA-AA-3939-01A																																										
TCGA-AA-3521-01A																																										
TCGA-G4-6303-01A	0.7069	0.8351	0.5815	0.4356	0.3777	0.3158	0.233	0.259	0.6009	0.4231	0.4602	0.4491	0.3942	0.6718	0.5025	0.538	0.1975	0.4992	0.2783	0.4983	0.4692	0.415	0.6762	0.2035	0.9195	0.6063	0.8411	0.6245	0.8122	0.3	0.4139	0.4939	0.6195	0.5245	0.7447	0.6533	0.4713	0.3756	0.4221	0.3456	0.5481	0.7789
TCGA-AA-3994-01A																																										
TCGA-CM-4743-01A	0.3676	0.4682	0.08849	0.0562	0.02366	0.01641	0.02968	0.02927	0.02034	0.03565	0.05349	0.1231	0.4546	0.4837	0.0169	0.05233	0.02363	0.02606	0.05441	0.1628	0.1785	0.2197	0.4706	0.2588	0.1859	0.291	0.4383	0.304	0.4766	0.3792	0.08172	0.1675	0.06818	0.05034	0.5099	0.03113	0.02117	0.01315	0.0798	0.08053	0.2124	0.5439
TCGA-AA-3522-01A																																										
TCGA-AA-3866-01A																																										
TCGA-AY-A8YK-01A	0.3042	0.6454	0.08283	0.0407	0.02012	0.02359	0.02725	0.01854	0.02766	0.02522	0.04482	0.1363	0.1338	0.3635	0.01191	0.05399	0.01712	0.02237	0.03952	0.03821	0.0246	0.2033	0.3068	0.2192	0.8004	0.04758	0.07446	0.07703	0.735	0.1314	0.02948	0.3352	0.03306	0.0386	0.8669	0.3388	0.03168	0.01205	0.03806	0.06465	0.07482	0.5098
TCGA-AA-3496-01A	0.608	0.703	0.5339	0.5041	0.1372	0.1067	0.08642	0.03626	0.3278	0.07537	0.1525	0.3052	0.5723	0.6771	0.1754	0.4928	0.04306	0.266	0.08414	0.6008	0.5077	0.2432	0.75	0.2282	0.111	0.1016	0.4519	0.4557	0.6375	0.6191	0.1741	0.3492	0.1218	0.3445	0.6639	0.3145	0.2219	0.1234	0.2258	0.2036	0.4936	0.672
TCGA-5M-AATE-01A	0.7846	0.8581	0.6533	0.8178	0.7326	0.2323	0.07765	0.6246	0.7021	0.1049	0.1612	0.129	0.357	0.7835	0.01186	0.05738	0.02211	0.01928	0.03379	0.129	0.01879	0.02712	0.7518	0.1061	0.0733	0.03941	0.07997	0.8244	0.6908	0.5561	0.04318	0.2378	0.04457	0.0465	0.168	0.02937	0.0185	0.01583	0.03073	0.05076	0.07169	0.4557
TCGA-AA-A01Z-01A																																										
TCGA-AZ-4315-01A	0.7075	0.7855	0.2238	0.2253	0.07525	0.02562	0.03649	0.02855	0.02696	0.04329	0.06329	0.1592	0.7273	0.782	0.01413	0.06153	0.02493	0.03175	0.07752	0.5542	0.4137	0.4934	0.7495	0.3425	0.7924	0.7494	0.7566	0.7296	0.6081	0.7622	0.09453	0.3096	0.08815	0.07186	0.8381	0.1478	0.03075	0.01851	0.08968	0.1156	0.8316	0.8611
TCGA-G4-6311-01A	0.5089	0.5922	0.2112	0.1248	0.07351	0.05246	0.04624	0.02623	0.05293	0.05178	0.1272	0.4162	0.5156	0.5356	0.01236	0.07105	0.01887	0.0293	0.047	0.4329	0.4054	0.1488	0.3203	0.07275	0.04421	0.06565	0.1439	0.2184	0.3046	0.4029	0.05003	0.2529	0.0404	0.04628	0.5618	0.3978	0.03489	0.01581	0.07688	0.06646	0.158	0.5364
TCGA-A6-6781-01A	0.563	0.6292	0.5013	0.3615	0.2077	0.2397	0.09351	0.1105	0.3994	0.3598	0.432	0.4442	0.6166	0.6618	0.02151	0.06207	0.02919	0.03381	0.04325	0.3298	0.3066	0.4292	0.6365	0.4784	0.5447	0.6558	0.7015	0.4509	0.6081	0.6811	0.4125	0.5713	0.5813	0.494	0.7024	0.6079	0.485	0.347	0.3774	0.3246	0.2273	0.4585
TCGA-D5-6533-01A	0.699	0.8499	0.5069	0.5253	0.5219	0.4566	0.2695	0.3958	0.606	0.5065	0.3334	0.4399	0.4259	0.7696	0.5405	0.4836	0.2839	0.4686	0.05818	0.5381	0.4722	0.4976	0.8171	0.164	0.9406	0.4015	0.7575	0.7854	0.8885	0.5637	0.4432	0.5693	0.6045	0.5673	0.8356	0.8849	0.491	0.4341	0.4401	0.3725	0.8205	0.6728
TCGA-A6-A567-01A	0.2456	0.2298	0.1179	0.08735	0.03532	0.03053	0.02999	0.0237	0.02387	0.03435	0.03714	0.1133	0.215	0.6562	0.01823	0.05105	0.02241	0.02548	0.02816	0.05234	0.02943	0.02407	0.2908	0.2915	0.7485	0.06335	0.1672	0.7467	0.7625	0.6015	0.04594	0.3246	0.05584	0.048	0.5647	0.06742	0.02232	0.03432	0.04161	0.06542	0.1393	0.3525
TCGA-AA-A029-01A																																										
TCGA-CM-6677-01A	0.5309	0.7595	0.664	0.7568	0.6614	0.3293	0.2895	0.3084	0.5406	0.4996	0.463	0.5235	0.4688	0.7112	0.4208	0.5005	0.1773	0.3797	0.3477	0.623	0.5446	0.4355	0.7706	0.2263	0.887	0.3944	0.5831	0.4881	0.684	0.3709	0.4218	0.4769	0.5203	0.3339	0.8432	0.8869	0.5866	0.569	0.707	0.5103	0.8498	0.7947
TCGA-AA-A02F-01A																																										
TCGA-AA-3494-01A	0.2601	0.4884	0.1152	0.06837	0.02699	0.02354	0.02518	0.02524	0.01828	0.05673	0.04543	0.3662	0.7535	0.8	0.01611	0.06224	0.02785	0.03815	0.04364	0.04527	0.105	0.04781	0.847	0.07229	0.05106	0.0492	0.1355	0.5299	0.6416	0.3504	0.03004	0.2915	0.05856	0.05127	0.5728	0.3594	0.02727	0.01588	0.05299	0.03657	0.0952	0.2449
TCGA-A6-5666-01A	0.6214	0.6564	0.1036	0.1838	0.03798	0.02495	0.03756	0.02865	0.03568	0.04622	0.03036	0.1091	0.6319	0.7504	0.03825	0.04187	0.02024	0.03544	0.05241	0.09038	0.04137	0.4241	0.791	0.2819	0.52	0.1017	0.1226	0.5961	0.7653	0.5321	0.05791	0.7657	0.2571	0.06392	0.3807	0.09448	0.02201	0.02329	0.02948	0.09949	0.3051	0.6524
TCGA-AZ-6599-01A	0.8658	0.9175	0.2514	0.4026	0.1118	0.01505	0.03769	0.02352	0.02422	0.2501	0.2512	0.7727	0.8977	0.8478	0.01673	0.04087	0.02534	0.03124	0.1293	0.6386	0.6182	0.6027	0.9106	0.839	0.9509	0.5635	0.7703	0.8847	0.5854	0.8197	0.6982	0.7491	0.881	0.7137	0.8739	0.05444	0.02876	0.01405	0.05552	0.1127	0.05526	0.06698
TCGA-CK-5912-01A	0.5156	0.8205	0.7158	0.3237	0.02315	0.02296	0.04509	0.02357	0.01793	0.03395	0.04273	0.1518	0.2754	0.8102	0.01449	0.04196	0.02134	0.03055	0.03836	0.04085	0.0189	0.03291	0.4805	0.05003	0.8784	0.06088	0.1181	0.1188	0.7144	0.6859	0.03736	0.3363	0.04168	0.0519	0.3381	0.03338	0.02315	0.01489	0.06179	0.07573	0.2598	0.6098
TCGA-CM-6679-01A	0.7189	0.7876	0.4658	0.4805	0.1059	0.03013	0.04649	0.02492	0.04417	0.02751	0.0839	0.1853	0.6753	0.7537	0.0171	0.05977	0.02318	0.03542	0.04668	0.09453	0.05243	0.1214	0.2948	0.2927	0.7227	0.06631	0.1386	0.7553	0.5796	0.5477	0.1507	0.3077	0.04578	0.058	0.567	0.3049	0.04249	0.03201	0.1037	0.118	0.2076	0.7194
TCGA-DM-A0XD-01A	0.7522	0.8386	0.4572	0.722	0.6962	0.1796	0.1122	0.06671	0.7233	0.7582	0.7387	0.6498	0.6592	0.7342	0.01132	0.06944	0.01774	0.02094	0.09045	0.6497	0.5993	0.6048	0.8036	0.1214	0.8287	0.4723	0.8728	0.6847	0.74	0.769	0.1087	0.2175	0.0611	0.05487	0.8897	0.7951	0.4173	0.347	0.4303	0.3711	0.6061	0.8956
TCGA-A6-3807-01A																																										
TCGA-G4-6294-01A	0.8268	0.5364	0.5189	0.05658	0.01823	0.03196	0.03679	0.01709	0.01972	0.02603	0.03364	0.1355	0.2322	0.8219	0.01475	0.04633	0.01796	0.02461	0.03861	0.0637	0.05806	0.3825	0.6765	0.5077	0.6853	0.07166	0.07225	0.4865	0.8671	0.9088	0.08604	0.6768	0.05123	0.05206	0.9298	0.6473	0.0204	0.0139	0.03993	0.1056	0.07949	0.229
TCGA-CA-5796-01A	0.7529	0.8317	0.5428	0.5975	0.4895	0.4087	0.3752	0.3433	0.5769	0.5898	0.5559	0.6409	0.6303	0.6914	0.4262	0.4469	0.2448	0.4424	0.1955	0.4678	0.4428	0.7024	0.6669	0.4279	0.632	0.3984	0.6492	0.6179	0.7963	0.5312	0.4491	0.5221	0.5884	0.4711	0.8648	0.6192	0.4652	0.3485	0.6367	0.3999	0.5869	0.6386
TCGA-CM-5864-01A	0.6203	0.7156	0.2151	0.06006	0.02222	0.03191	0.04659	0.02305	0.01733	0.03408	0.05742	0.3173	0.7855	0.7908	0.01241	0.06332	0.02059	0.03574	0.07797	0.726	0.646	0.3677	0.7054	0.1547	0.9095	0.0618	0.07954	0.6976	0.8591	0.7544	0.04871	0.3052	0.03761	0.04375	0.8165	0.526	0.02974	0.01481	0.3422	0.4164	0.7743	0.9259
TCGA-CA-6716-01A	0.8381	0.9069	0.8519	0.8357	0.8701	0.6997	0.4243	0.7852	0.9057	0.9343	0.8978	0.7437	0.8647	0.9029	0.01357	0.07754	0.02231	0.03124	0.5004	0.7533	0.7039	0.783	0.911	0.7405	0.9594	0.49	0.3709	0.7682	0.8427	0.9225	0.06211	0.2725	0.06027	0.0595	0.9167	0.9585	0.7057	0.7839	0.8962	0.5136	0.9154	0.9157
TCGA-D5-6926-01A	0.6859	0.8203	0.1472	0.06072	0.03611	0.02864	0.03821	0.0287	0.0308	0.05334	0.05538	0.1464	0.5378	0.6307	0.01997	0.05296	0.03101	0.02779	0.04914	0.1921	0.07827	0.2317	0.3539	0.1262	0.7409	0.3576	0.1192	0.7658	0.7838	0.6384	0.04621	0.2823	0.09494	0.09171	0.8189	0.3733	0.03828	0.02368	0.04856	0.08426	0.2452	0.7825
TCGA-AZ-5407-01A	0.6546	0.8677	0.4833	0.65	0.7291	0.4446	0.3747	0.3774	0.6133	0.7558	0.6384	0.5574	0.5119	0.7724	0.4607	0.4393	0.1664	0.4003	0.2562	0.6536	0.5442	0.5042	0.7941	0.4581	0.9293	0.434	0.5819	0.7824	0.786	0.697	0.4635	0.5525	0.5662	0.4776	0.757	0.806	0.4511	0.3216	0.3552	0.3143	0.4886	0.4288
TCGA-CA-5797-01A	0.778	0.763	0.2002	0.04515	0.02472	0.02649	0.03214	0.02547	0.02265	0.02936	0.0493	0.1322	0.394	0.723	0.01325	0.06794	0.01915	0.02354	0.03989	0.1316	0.03187	0.05893	0.5741	0.06905	0.02093	0.06487	0.2273	0.04707	0.4545	0.6054	0.04107	0.3549	0.05253	0.038	0.3452	0.2549	0.01964	0.01336	0.04088	0.06591	0.1628	0.2774
TCGA-AA-A00L-01A																																										
TCGA-AM-5821-01A	0.439	0.7554	0.3927	0.5483	0.4969	0.4178	0.2946	0.4379	0.7041	0.7048	0.4593	0.4923	0.3631	0.6127	0.4435	0.5264	0.1809	0.4785	0.2768	0.5727	0.5028	0.4939	0.622	0.3356	0.8006	0.4262	0.7773	0.6323	0.5164	0.4053	0.5477	0.6263	0.7455	0.7208	0.8246	0.8594	0.5501	0.5096	0.6815	0.405	0.8722	0.7954
TCGA-AA-A017-01A																																										
TCGA-D5-6530-01A	0.6788	0.7937	0.5308	0.09116	0.03605	0.01775	0.0407	0.02433	0.03224	0.03797	0.06143	0.4139	0.5709	0.7796	0.01364	0.08578	0.02159	0.02875	0.0658	0.3369	0.3593	0.5422	0.6213	0.2467	0.6748	0.1545	0.445	0.6759	0.4842	0.7803	0.3313	0.2939	0.03908	0.05114	0.8911	0.1445	0.03184	0.01676	0.1181	0.08117	0.1532	0.3384
TCGA-CM-6165-01A	0.3294	0.849	0.1456	0.1698	0.03767	0.01911	0.0296	0.02784	0.02073	0.08261	0.1112	0.5613	0.7692	0.7759	0.01111	0.0553	0.0199	0.03004	0.0937	0.6548	0.5624	0.4278	0.5391	0.3333	0.4572	0.07302	0.1492	0.3373	0.7826	0.7545	0.09448	0.314	0.04893	0.05045	0.7277	0.5453	0.03451	0.01621	0.08858	0.3708	0.3873	0.7863
TCGA-AA-3979-01A																																										
TCGA-QL-A97D-01A	0.7324	0.741	0.4148	0.5676	0.4311	0.383	0.3099	0.3424	0.5482	0.5127	0.4399	0.4056	0.554	0.719	0.4601	0.399	0.2278	0.3698	0.1728	0.4929	0.4681	0.5183	0.807	0.4224	0.8812	0.5072	0.6209	0.7364	0.7514	0.4997	0.3749	0.4707	0.4805	0.432	0.8937	0.8328	0.5116	0.4499	0.7245	0.4601	0.8438	0.8771
TCGA-G4-6297-01A	0.5863	0.8228	0.3741	0.7376	0.686	0.3999	0.3488	0.4439	0.6527	0.6072	0.5283	0.5741	0.4103	0.6063	0.5892	0.5649	0.1514	0.4897	0.08211	0.5367	0.4387	0.4891	0.7136	0.1883	0.5544	0.3203	0.686	0.618	0.7256	0.3042	0.4099	0.4961	0.5274	0.5357	0.6894	0.8458	0.4828	0.3258	0.3739	0.3839	0.5491	0.6337
TCGA-AA-3864-01A																																										
TCGA-CK-6746-01A	0.6126	0.9178	0.1774	0.5069	0.4844	0.2774	0.326	0.2778	0.5571	0.4594	0.3371	0.3969	0.5307	0.5548	0.5183	0.5366	0.2763	0.4907	0.1776	0.7711	0.6718	0.4808	0.616	0.4679	0.9554	0.5576	0.9105	0.8524	0.8697	0.8276	0.458	0.5867	0.6457	0.225	0.9328	0.7232	0.4994	0.4637	0.4338	0.357	0.1632	0.236
TCGA-DM-A28E-01A	0.8311	0.8811	0.6175	0.6152	0.5382	0.5048	0.3874	0.4564	0.6203	0.5578	0.633	0.4802	0.6762	0.7901	0.5758	0.5615	0.4377	0.5497	0.2285	0.5349	0.5279	0.5105	0.6474	0.1361	0.6784	0.5278	0.6802	0.5688	0.8836	0.5719	0.5301	0.6066	0.6573	0.633	0.7257	0.9671	0.5458	0.4867	0.4955	0.4225	0.6543	0.5943
TCGA-A6-5656-01A	0.7911	0.6069	0.4823	0.09189	0.02362	0.02821	0.03559	0.02175	0.02035	0.02509	0.04097	0.1374	0.4883	0.7461	0.01402	0.06641	0.02189	0.03328	0.06928	0.3796	0.3693	0.4177	0.7804	0.1086	0.5748	0.05532	0.1451	0.8368	0.844	0.5208	0.2486	0.2822	0.04794	0.05863	0.7987	0.8101	0.04029	0.01568	0.107	0.09809	0.2606	0.7884
TCGA-A6-6652-01A	0.8261	0.9462	0.8118	0.1407	0.057	0.0266	0.0347	0.02341	0.02038	0.04642	0.06548	0.137	0.7775	0.8702	0.01612	0.04889	0.02393	0.03221	0.07887	0.7447	0.3251	0.6536	0.6761	0.06573	0.8107	0.09195	0.1469	0.1481	0.7185	0.1961	0.1024	0.7485	0.08128	0.07367	0.9002		0.02011	0.01533	0.08937	0.6903	0.2997	0.4788
TCGA-AA-3693-01A																																										
TCGA-A6-2677-01A	0.566	0.8177	0.4134	0.5702	0.5222	0.2588	0.1634	0.3751	0.5394	0.5919	0.503	0.459	0.3719	0.6438	0.5253	0.4888	0.2957	0.492	0.1926	0.5506	0.532	0.6528	0.8101	0.1989	0.77	0.475	0.6462	0.8087	0.8502	0.6981	0.4293	0.5673	0.6521	0.4762	0.8726	0.6857	0.5045	0.4448	0.3897	0.3934	0.5598	0.7434
TCGA-CM-6164-01A	0.4824	0.6554	0.4541	0.4646	0.3509	0.3496	0.2808	0.2946	0.5192	0.4035	0.4121	0.3906	0.4565	0.563	0.4605	0.5116	0.2776	0.3864	0.1344	0.4571	0.4523	0.3877	0.6184	0.2434	0.5711	0.2726	0.6029	0.5394	0.6565	0.4914	0.3563	0.476	0.4781	0.4483	0.7643	0.68	0.4373	0.4162	0.3713	0.3457	0.4686	0.6238
TCGA-D5-5540-01A	0.7049	0.9047	0.9266	0.7987	0.8377	0.3897	0.0695	0.1029	0.3162	0.9371	0.8865	0.5466	0.9179	0.8435	0.02294	0.08121	0.02152	0.0687	0.3306	0.1343	0.1466	0.6571	0.8582	0.6438	0.7959	0.2768	0.7124	0.8291	0.714	0.8702	0.07022	0.3131	0.06148	0.05245	0.9059	0.813	0.7368	0.2888	0.2722	0.2638	0.2849	0.7689
TCGA-CM-6166-01A	0.7838	0.8332	0.6692	0.5888	0.4287	0.3693	0.3395	0.3397	0.4836	0.7049	0.6103	0.5663	0.6466	0.6879	0.4174	0.5139	0.2128	0.448	0.125	0.7048	0.5657	0.6268	0.8306	0.4653	0.9523	0.4223	0.651	0.6256	0.7722	0.5223	0.3394	0.4761	0.478	0.4583	0.8484	0.8437	0.4302	0.3277	0.3535	0.355	0.506	0.6186
TCGA-G4-6298-01A	0.7031	0.7281	0.5996	0.1909	0.02532	0.05257	0.03435	0.02927	0.02946	0.5568	0.6357	0.5222	0.7228	0.7258	0.01427	0.05629	0.02175	0.02459	0.1077	0.4898	0.4314	0.433	0.759	0.2551	0.05435	0.05737	0.1484	0.6929	0.7288	0.7649	0.04109	0.2611	0.08482	0.05236	0.7204	0.3588	0.02618	0.02013	0.07273	0.07772	0.3863	0.7052
TCGA-4N-A93T-01A	0.6945	0.881	0.7878	0.127	0.0615	0.02969	0.03957	0.02627	0.04037	0.05984	0.06855	0.1633	0.2383	0.8196	0.01901	0.07573	0.03439	0.02891	0.07852	0.05504	0.02257	0.5787	0.8976	0.06811	0.8846	0.06974	0.14	0.09174	0.8547	0.1447	0.1113	0.3317	0.191	0.06699	0.8409	0.05143	0.02907	0.02079	0.05807	0.0638	0.05125	0.7667
TCGA-RU-A8FL-01A	0.4569	0.7838	0.1175	0.0596	0.03506	0.03638	0.03088	0.03453	0.03454	0.07016	0.08758	0.3718	0.3685	0.5821	0.01766	0.04821	0.03542	0.03895	0.04997	0.4619	0.4558	0.1203	0.6164	0.4541	0.08048	0.06489	0.2954	0.6258	0.8398	0.7199	0.183	0.2734	0.137	0.09597	0.8987	0.2697	0.05506	0.02058	0.08669	0.3535	0.2382	0.8124
TCGA-D5-6532-01A	0.7896	0.8973	0.5054	0.7975	0.224	0.03345	0.04234	0.02368	0.02105	0.1509	0.3378	0.4186	0.7149	0.8443	0.009692	0.06064	0.01569	0.01881	0.02837	0.05614	0.02297	0.1722	0.7626	0.67	0.9077	0.2726	0.8261	0.5334	0.7488	0.8683	0.03228	0.2618	0.02911	0.0406	0.2495	0.8884	0.06823	0.01978	0.04255	0.3723	0.1202	0.5179
TCGA-D5-6898-01A	0.6462	0.464	0.2512	0.3288	0.09113	0.0998	0.08328	0.05946	0.3371	0.1454	0.1553	0.2628	0.337	0.5528	0.2963	0.4242	0.0372	0.2134	0.07562	0.3474	0.192	0.4882	0.6111	0.1571	0.1268	0.07825	0.4319	0.6743	0.5967	0.5178	0.2321	0.3853	0.1688	0.2835	0.8329	0.5154	0.2544	0.07588	0.1722	0.353	0.3589	0.6302
TCGA-DM-A1D0-01A	0.5761	0.8939	0.48	0.5001	0.4041	0.3526	0.1471	0.311	0.5648	0.4511	0.4286	0.3035	0.4407	0.6331	0.4708	0.5021	0.2055	0.4285	0.3269	0.5195	0.4592	0.4793	0.2637	0.1096	0.9593	0.4934	0.6549	0.8007	0.8608	0.7553	0.415	0.5103	0.5566	0.1456	0.7927	0.5536	0.4664	0.3569	0.4007	0.1477	0.3443	0.8795
TCGA-CM-6676-01A	0.5454	0.5794	0.4326	0.2258	0.07297	0.03574	0.04282	0.02639	0.02561	0.2348	0.3354	0.3062	0.5853	0.7115	0.01647	0.08473	0.0196	0.03051	0.04761	0.1604	0.06781	0.1351	0.7968	0.1489	0.05445	0.0699	0.1805	0.2706	0.595	0.5727	0.04135	0.27	0.04221	0.06771	0.7953	0.1004	0.03087	0.01575	0.06205	0.1201	0.3076	0.6951
TCGA-AA-A01F-01A																																										
TCGA-NH-A8F7-01A	0.7968	0.8882	0.7944	0.5267	0.4225	0.293	0.2296	0.1514	0.4412	0.2358	0.2384	0.3102	0.2808	0.6348	0.4069	0.3472	0.1282	0.2914	0.03886	0.4239	0.3495	0.3676	0.598	0.5248	0.963	0.3397	0.4933	0.3423	0.7994	0.2157	0.2546	0.4145	0.3892	0.3115	0.7392	0.8836	0.3733	0.2436	0.3019	0.2152	0.193	0.6295
TCGA-A6-A56B-01A	0.7503	0.8143	0.3483	0.09089	0.02872	0.02111	0.02715	0.0254	0.02181	0.04494	0.04757	0.1329	0.5135	0.7988	0.01914	0.04096	0.02761	0.02799	0.04008	0.3434	0.3894	0.552	0.8668	0.5771	0.8204	0.07472	0.4226	0.76	0.7275	0.8712	0.05424	0.2827	0.09592	0.05182	0.8519	0.1684	0.1438	0.018	0.1636	0.1541	0.6792	0.9026
TCGA-CK-6751-01A	0.5954	0.8493	0.442	0.6339	0.7296	0.4838	0.3663	0.5332	0.7569	0.8564	0.7319	0.5156	0.4712	0.7627	0.508	0.5904	0.2652	0.4915	0.1667	0.6034	0.5854	0.5708	0.8164	0.6772	0.879	0.7022	0.7484	0.7492	0.73	0.5573	0.5597	0.5418	0.5366	0.5524	0.8938	0.597	0.4717	0.3882	0.4306	0.3818	0.6675	0.7721
TCGA-A6-3809-01B	0.6625	0.866	0.3839	0.8256	0.6762	0.5946	0.4306	0.6508	0.6743	0.7087	0.6237	0.5905	0.5487	0.7399	0.5469	0.376	0.2166	0.4022	0.2465	0.6114	0.5385	0.6578	0.7725	0.4203	0.8226	0.5717	0.738	0.6284	0.4842	0.6373	0.644	0.7356	0.7695	0.5479	0.8859	0.9328	0.6479	0.7561	0.7889	0.5344	0.7938	0.8419
TCGA-AA-3495-01A	0.7105	0.8468	0.5299	0.4984	0.0524	0.02921	0.04466	0.02946	0.06236	0.05496	0.0842	0.4214	0.6759	0.7451	0.01763	0.05096	0.03764	0.02524	0.04558	0.2086	0.2973	0.4076	0.7272	0.4586	0.7672	0.1353	0.3308	0.6741	0.5855	0.722	0.05672	0.3512	0.1675	0.05927	0.8308	0.7711	0.542	0.4041	0.4705	0.4811	0.5112	0.7818
TCGA-DM-A288-01A	0.5504	0.8808	0.7875	0.8398	0.8363	0.5553	0.2085	0.05657	0.4986	0.1654	0.204	0.7382	0.654	0.8495	0.01608	0.05768	0.02079	0.03348	0.05212	0.4014	0.4887	0.7583	0.9257	0.5274	0.9312	0.312	0.6387	0.8962	0.6972	0.7675	0.4715	0.2305	0.05729	0.05046	0.8559	0.2857	0.3552	0.01546	0.5875	0.1056	0.2851	0.561
TCGA-AA-A00Q-01A																																										
TCGA-AA-A01P-01A																																										
TCGA-AA-A02H-01A																																										
TCGA-AZ-4681-01A	0.2967	0.8648	0.5387	0.496	0.2141	0.3987	0.2683	0.3231	0.57	0.3974	0.3995	0.3705	0.3709	0.6214	0.4962	0.4539	0.2387	0.463	0.1521	0.5018	0.4637	0.4017	0.8755	0.1285	0.6232	0.1728	0.635	0.8825	0.7785	0.4212	0.4028	0.4989	0.5836	0.4609	0.5452	0.5537	0.4608	0.3782	0.3459	0.1615	0.2403	0.7112
TCGA-A6-2670-01A																																										
TCGA-AA-3558-01A																																										
TCGA-AA-3695-01A																																										
TCGA-AA-3967-01A																																										
TCGA-NH-A50V-01B																																										
